,2021-12-31,晶盛机电：公司正加快推进第三代半导体材料碳化硅衬底片的产业化布局，已成功生长出6英寸碳化硅晶体,每日经济新闻
733,2021-03-02,上机数控(603185)点评：与协鑫合建30万吨颗粒硅项目 战略意义重大,新浪
734,2021-03-02,先进制造投资周报：通用自动化龙头2020年业绩快报亮眼,新浪
735,2021-03-01,汉钟精机(002158)首次覆盖报告：被低估的真空泵龙头 增量和存量业务共振成长,新浪
736,2021-03-01,晶盛机电：董事辞职 董监高成员变化,Wind
737,2021-03-01,晶盛机电(300316.SZ)董事阮雪梅辞职 董监高成员变化,智通财经
738,2021-03-01,机械行业周报：施工项目需求旺盛 挖机销售继续超预期,新浪
739,2021-03-01,机械周报：行业逐步放量 锂电设备集中度加速提升,新浪
740,2021-03-01,行业动态点评：MINILED背光电视快速成长 有望带动中高端显示LED放量,新浪
741,2021-03-01,浙商机械 邱世梁||王华君【上机数控】与协鑫合建30万吨颗粒硅项目，战略意义重大！,高端装备制造及材料
742,2021-02-27,浙商机械 邱世梁||王华君【上机数控】光伏硅片再次涨价超预期！利好具核心竞争力的硅片龙头,高端装备制造及材料
743,2021-02-25,晶盛机电：公司看好碳化硅在储能、逆变等领域应用前景 将加强相关新产品研发,发布易
744,2021-02-25,晶盛机电：碳化硅生长设备及外延设备已有小批量销售,Wind
745,2021-02-25,“碳中和”主题投资系列(二)：全行业联合：谋局“碳中和”,广发证券
746,2021-02-23,机械设备行业周报：加配低估值中小市值细分龙头,新浪
747,2021-02-23,太平洋--机械行业周报：供需两端共同驱动，中游制造崛起【行业研究】,金融界股吧
748,2021-02-22,先进制造投资周报：看好通用自动化春季持续复苏行情,新浪
749,2021-02-22,东吴证券--机械设备行业跟踪周报：顺周期、新能源板块持续旺盛，半导体设备行业景气上行【行业研究】,金融界股吧
750,2021-02-21,机械行业周报：工程机械需求持续旺盛 三一中联春节首批交付开门红,新浪
751,2021-02-21,浙商机械 邱世梁||王华君【上机数控】单晶硅再扩产；预计2021年出货量同比增长超3倍,高端装备制造及材料
752,2021-02-21,机械设备行业周报：1月挖机销量同比高增符合预期 关注光伏、锂电、油服产业链动态,新浪
753,2021-02-20,上机数控(603185)：单晶硅再扩产；预计2021 年出货量同比增长超3倍,新浪
754,2021-02-19,光伏设备行业跟踪报告：大尺寸迭代方兴未艾 产能竞赛风云再起 看好硅片设备需求弹性,新浪
755,2021-02-19,脚踏光伏、半导体两船 晶盛机电业绩“回春”背后暗藏隐患,新浪
756,2021-02-19,2月19日晚间重要行业研究汇总(附股),中金在线
757,2021-02-18,晶盛机电(300316)：乘大硅片之风,新浪
758,2021-02-18,招银国际给予晶盛机电买入评级，乘大硅片之风，目标价格为50.20元,每日经济新闻
759,2021-02-18,招银国际--晶盛机电:乘大硅片之风【公司研究】,金融界股吧
760,2021-02-17,浙商机械 邱世梁||王华君【上机数控】复盘与展望：上涨三部曲——做出产品、做好产品、做好业绩！,高端装备制造及材料
761,2021-02-14,半导体概念股2020年业绩一览：超8成公司业绩预增 61家公司合计盈利176亿元,搜狐
762,2021-02-11,浙商机械 邱世梁||王华君【上机数控】30亿定增完成；被纳入MSCI指数,高端装备制造及材料
763,2021-02-09,晶盛机电(300316)：半导体设备再加码 光伏设备迎单晶硅大扩产,新浪
764,2021-02-09,八大券商主题策略：一沾“光伏”就火！市场空间几何？哪些龙头？你关心的问题在这！,中金在线
765,2021-02-09,浙商证券给予晶盛机电买入评级，晶盛机电点评：半导体设备再加码，光伏设备迎单晶硅大扩产,每日经济新闻
766,2021-02-09,上机数控(603185)复盘与展望：上涨三部曲-做出产品、做好产品、做好业绩！,新浪
767,2021-02-08,晶盛机电(300316.SZ)拟向求是半导体增资5000万元,格隆汇
768,2021-02-08,机械工业行业周报：CATL加速电池扩产 硅片价格上行利好光伏设备,新浪
769,2021-02-08,机械设备行业跟踪周报：建议关注制造业复苏和油气行业受益标的 光伏大硅片扩产加速利好设备商,新浪
770,2021-02-07,机械设备行业周报：加配新能源设备以及具备成长性的中小市值公司,新浪
771,2021-02-05,光伏板块再度走强，隆基股份大涨6%,Wind
772,2021-02-03,国盛证券--机械设备行业周报：产业趋势强化下持续加大锂电/光伏设备核心龙头配置【行业研究】,金融界股吧
773,2021-02-03,东吴证券--光伏设备行业重要点评：硅片先进产能扩产加速，龙头设备商最为受益【行业研究】,金融界股吧
774,2021-02-02,机械设备行业周报：1月制造业PMI为51.3 关注新能源、工程机械、检测产业链投资机会,新浪
775,2021-02-02,【国元机械】光伏设备行业点评：硅片扩产项目持续落地，设备需求迎爆发,国元高端装备
776,2021-02-02,晶盛机电(300316)：硅片新贵启动扩产 长晶设备龙头受益,新浪
777,2021-02-02,浙商机械 邱世梁||王华君【上机数控】高成长、低估值、大潜力：光伏210大硅片龙头逐步崛起！,高端装备制造及材料
778,2021-02-01,光伏设备 | 重要点评：硅片先进产能扩产加速，龙头设备商最为受益,透视先进制造
779,2021-02-01,平安证券--智能制造行业双周报【行业研究】,金融界股吧
780,2021-02-01,智能制造行业周报：建议关注年报超预期板块和个股,新浪
781,2021-01-29,晶盛机电：公司及子公司累计收到政府补助1.5亿元,中证网
782,2021-01-29,中国银河--晶盛机电:光伏扩产带动业绩高速增长，半导体+蓝宝石注入成长新动能【公司研究】,金融界股吧
783,2021-01-29,光伏板块盘初分化，隆基股份跌超2%,Wind
784,2021-01-29,浙商机械 邱世梁||王华君【上机数控】再获通威大单！近期305亿元光伏硅片订单保障高成长！,高端装备制造及材料
785,2021-01-28,中银证券--机械设备行业周报：工程机械1月预期高增长，继续看好新能源及半导体设备投资【行业研究】,金融界股吧
786,2021-01-28,【万联机械 | 点评】晶盛机电：光伏设备空间广阔，半导体设备、蓝宝石极具潜力,万联证券研究所
787,2021-01-28,万联证券--晶盛机电事项点评报告：光伏设备空间广阔，半导体设备、蓝宝石极具潜力【公司研究】,金融界股吧
788,2021-01-28,公募1月调仓动向曝光：加配银行和港股，新发基金建仓谨慎,21世纪经济报道
789,2021-01-28,晶盛机电(300316)公司信息更新报告：订单量持续增长 业绩预告超预期,新浪
790,2021-01-28,公募基金1月调仓动向曝光：加配银行、港股 同时建仓谨慎,Wind
791,2021-01-27,多家半导体公司业绩预喜，大基金减持不改行业高景气度丨牛熊眼,第一财经
792,2021-01-27,【行情】光伏概念午后走强，通威股份午后涨停，迈为股份涨超9%，晶盛机电、阳光电源、隆基股份涨逾6%，光伏、锂电上游资源等抱团核心回暖,金十数据
793,2021-01-27,光伏板块尾盘扩大涨势，通威股份涨停,Wind
794,2021-01-27,A股异动丨晶盛机电(300316.SZ)涨逾6% 2020年度净利润预增25%-50%,格隆汇
795,2021-01-27,晶盛机电(300316)：光伏订单大增 业绩继续保持高增长,广发证券
796,2021-01-27,国金证券--晶盛机电：Q4业绩大增，SiC、蓝宝石期待发力【公司研究】,金融界股吧
797,2021-01-27,光伏板块震荡攀升，隆基股份等多只龙头股涨超1%,Wind
798,2021-01-27,安信证券--晶盛机电：年报业绩超预期，有望维持高增长趋势【公司研究】,金融界股吧
799,2021-01-27,【国金晨讯】上调心脉医疗、晶盛机电、至纯科技盈利预测,搜狐
800,2021-01-27,浙商机械 邱世梁||王华君【晶盛机电】业绩中枢超预期；2021年迎光伏单晶硅大扩产,高端装备制造及材料
801,2021-01-26,【国元机械】晶盛机电2020年业绩预告点评：受益硅片扩产周期，业绩超预期增长,国元高端装备
802,2021-01-26,晶盛机电(300316.SZ)2020年度净利润预增25%-50%,格隆汇
803,2021-01-26,晶盛机电：预计2020年净利润同比增长25%至50%,Wind
804,2021-01-26,重磅信号！果然大调仓！明星基金经理行动了,中国基金报
805,2021-01-26,东吴证券：晶圆厂产能紧张+国产化提速双重驱动国内设备行业景气上行,证券时报网
806,2021-01-26,明星基金经理大举调仓，谢治宇加仓银行板块,Wind
807,2021-01-25,电气设备行业周报：青海储能项目度电补贴0.1元 电池级碳酸锂价格涨势不断,新浪
808,2021-01-25,机械设备行业周报：持续加大制造业投资景气链条配置,新浪
809,2021-01-25,芯片缺货未缓解，晶圆再迎涨价潮,Wind
810,2021-01-24,产能非常紧缺！芯片缺货潮没有缓解迹象，5股业绩有望翻倍,证券时报
811,2021-01-22,光伏概念股翻红排行榜：隆基通威阳光电源市值创新高，中环跌出千亿阵营,华夏时报
812,2021-01-22,光伏概念股翻红榜：隆基通威阳光电源市值新高 中环跌出千亿阵营,华夏时报
813,2021-01-22,国内长晶设备龙头，半导体光伏业务迅速卡位！,格隆汇
814,2021-01-22,【东吴晨报0122】【策略】【个股】福斯特、中联重科、科大讯飞、拓尔思、晶盛机电、亚盛医药,东吴研究所
815,2021-01-21,晶盛机电(300316)：长晶技术集大成者 21年迎戴维斯双击,新浪
816,2021-01-21,晶盛机电(300316)跟踪报告：风格切换凭风起 半导体设备产业化持续推进,光大证券
817,2021-01-21,浙商机械 邱世梁||王华君【上机数控】深度：崛起！光伏210大硅片龙头！全球单晶硅有望“三分天下”,高端装备制造及材料
818,2021-01-20,半导体设备行业跟踪分析：台积电资本开支大幅上扬 设备需求景气上行,广发证券
819,2021-01-20,机械设备行业：看好产业升级长期逻辑 审慎观测边际变量,新浪
820,2021-01-20,光伏设备行业跟踪：下游扩产加速 设备需求周期向上,广发证券
821,2021-01-20,券商首次关注4股并给予买入评级（1月20日）,Wind
822,2021-01-20,晶盛机电(300316)：国内长晶设备龙头 半导体业务快速卡位,新浪
823,2021-01-20,中原证券：台积电加大资本开支，半导体设备迎来投资机遇,Wind
824,2021-01-19,【太平洋机械】机械行业周报20210131：制造业投资周期启动，自动化企业订单饱满,太平洋机械大讲堂
825,2021-01-19,晶盛机电(300316.SZ)：子公司通过高新技术企业认定,格隆汇
826,2021-01-19,机械行业：继续看好“顺周期、国产替代、碳中和”三主线,新浪
827,2021-01-18,韦尔股份涨停股价创新高，2020年业绩大幅预增,第一财经
828,2021-01-18,中信证券：上海力争2025年实现碳达峰，光伏相关投资有望加速,证券时报网
829,2021-01-18,半导体板块发力走高 韦尔股份一度涨停再创新高,证券时报网
830,2021-01-17,【太平洋机械】机械行业周报20210116：机器视觉前景广阔，重点推荐产业链优质标的,太平洋机械大讲堂
831,2021-01-17,机械设备行业周报：高效先进产能布局加深 光伏设备景气有望延续,新浪
832,2021-01-16,估值暴涨 机构把脉精选层“股王”,金融投资报
833,2021-01-15,晶盛机电(300316.SZ)：减持期满部分董事未进行股份减持,格隆汇
834,2021-01-15,京东方A跌超5%，成交金额逾百亿元,Wind
835,2021-01-14,【东吴电子王平阳团队】半导体周报：台积电业绩凸显半导体高景气，设备环节有望充分受益,东吴电子研究
836,2021-01-13,机械行业：制造业龙头国际竞争力提升 开启价值重估之路,新浪
837,2021-01-13,精选层“股王”连城数控估值大涨引热议,中证报
838,2021-01-12,晶盛机电：晶创土耳其项目团队完成项目拉晶环节SAT-2验收,e公司
839,2021-01-12,机械设备行业周报：挖机月度数据亮眼 重视光伏、锂电、检测等投资方向,新浪
840,2021-01-12,电气设备行业周报：碳排放权交易管理办法下月施行 蔚来ET7发布引领行业热潮,新浪
841,2021-01-11,Micro LED板块延续强势，京东方A、TCL科技、晶盛机电、深天马A普涨,Wind
842,2021-01-09,光伏资本市场“疯狂扩产”，设备“铲子股”淘金热,索比光伏网
843,2021-01-07,【行情】光伏板块再度拉升，固德威大涨14%，阳光电源涨11%，中信博、晶盛机电、爱康科技、上能电气、晶科科技等跟涨,金十数据
