,2021-12-31,2021酒业盘点丨轮番涨价背后，白酒市场隐现新一轮战局,新京报
1023,2021-02-22,浙商证券--酒水行业周报（2021年2月第3期）：春节跟踪专题周报，五粮液表现超预期，符合前期判断【行业研究】,金融界股吧
1024,2021-02-22,浙商证券--食品饮料行业春节专题报告（二）：春节白酒业草根调研，高端次高端酒表现超预期【行业研究】,金融界股吧
1025,2021-02-22,【行情】白酒板块全线下挫，泸州老窖跌6%，山西汾酒、酒鬼酒、水井坊、青青稞酒、古井贡酒等跟跌 连续下跌,金十数据
1026,2021-02-21,食品饮料行业周报：春节名酒动销超预期 继续看好强势白酒龙头,新浪
1027,2021-02-21,白酒春节专题：紧握高端酒 次高端和地产酒可期,国海证券
1028,2021-02-20,食品饮料行业：春节专题：就地过年背景下食品饮料消费如何？,新浪
1029,2021-02-20,管理800亿基金经理刘彦春离职传闻弥漫超24小时 当事人被迫“揭开真相” 基金经理离任,财联社
1030,2021-02-19,贵州茅台股价盘中跌破2400元！春节后白酒股市遇冷，业内指区域名酒或存价值背离有泡沫,华夏时报
1031,2021-02-19,白酒股再大跌，“股王”贵州茅台跌破2400大关丨牛熊眼,第一财经
1032,2021-02-19,古井贡酒技改项目非公开发行股票申请获批 募资不超过50亿元,中华网
1033,2021-02-19,古井贡酒定增申请获证监会受理 拟募集资金总额不超过50亿元,上证报
1034,2021-02-19,华泰证券：今年高端酒提价预期强烈，具备定价权的龙头仍有望延续快速成长,Wind
1035,2021-02-18,浙商证券--白酒行业2021Q1业绩前瞻：21Q1酒企将迎高增长，关注业绩确定性及弹性【行业研究】,金融界股吧
1036,2021-02-18,古井贡酒(000596.SZ)申请定增股票获中证监受理,智通财经
1037,2021-02-18,古井贡酒(000596.SZ)：定增申请获证监会受理,格隆汇
1038,2021-02-18,食品饮料行业2021年春节数据解读：就地过年 消费焕新,新浪
1039,2021-02-18,白酒股逆势走高，古井贡酒涨5%,Wind
1040,2021-02-18,中信证券：春节消费繁荣，高端白酒强劲,Wind
1041,2021-02-17,2020Q4食品饮料行业基金持仓分析报告：食饮板块超配比例继续上升 白酒为主要驱动,新浪
1042,2021-02-17,中国策略简评-MSCI中国季度调整：新增15只、剔除2只,新浪
1043,2021-02-12,白酒公司扎堆现身春晚前10分钟的广告，包括茅台、汾酒、洋河等,Wind
1044,2021-02-11,鼠年压岁钱买了个基金，竟然赚了222%！,上证报
1045,2021-02-11,【万联大消费|食品饮料】2020Q4食品饮料基金持仓分析：食饮板块超配比例继续上升，白酒为主要驱动,陈雯消费深度研究
1046,2021-02-10,酒类板块早间强势，主力资金半日大幅抢筹这些股,第一财经
1047,2021-02-10,八大券商主题策略：新高不断！劝君更尽一杯酒？春节后 白酒股延续疯狂行情？,中金在线
1048,2021-02-10,3万亿“股王”贵州茅台向中小股东低头！近10亿元不捐了,中证报
1049,2021-02-10,食品饮料行业白酒春节动销跟踪专题：白酒春节打款动销较好 继续推荐龙头+高弹性品种,新浪
1050,2021-02-09,食品饮料行业动态：疫情防控稳步推进 关注各品类春节动销,新浪
1051,2021-02-08,浙商早知道 | 2月9日,浙商证券研究所
1052,2021-02-08,酒水行业周报：茅泸股价再创新高 五粮液春节动销或超预期,新浪
1053,2021-02-08,白酒业绩预期增强，建议长期战略性配置白酒龙头,第一财经
1054,2021-02-08,国海证券--饮料行业板块周报：进入业绩真空期，静待节后动销反馈【行业研究】,金融界股吧
1055,2021-02-08,中信证券：白酒行业旺季动销逐步验证，再度凝聚更强共识,金融界
1056,2021-02-08,中信证券：白酒旺季动销逐步验证，建议继续紧抱白酒龙头,证券时报网
1057,2021-02-07,【方正食饮210207】春节消费旺销，聚焦业绩、聚焦趋势、聚焦龙头,虎哥的研究
1058,2021-02-07,白酒行业跟踪点评：旺季动销逐步验证 再度凝聚更强,新浪
1059,2021-02-07,食品饮料行业点评：白酒行业“新周期”的再思考,新浪
1060,2021-02-06,川财证券--白酒行业深度复盘之2013~2015年:品牌力及渠道力较强的酒企拥有穿越周期的力量【行业研究】,金融界股吧
1061,2021-02-06,中信证券：流动性收紧担忧下市场或延续慢涨,Wind
1062,2021-02-06,白酒行业：白酒深度复盘之产业竞争要素篇（附下载）,199IT
1063,2021-02-05,解盘：权重继续拉指数，医药、大消费、茅指数略涨,Wind
1064,2021-02-04,古井贡酒今日大宗交易成交0.88万股，成交价228.15元折价6.88%,Wind
1065,2021-02-04,“就地过年”无碍高端白酒销量，贵州茅台续创新高，机构：白酒调整就是买点,财联社
1066,2021-02-04,华安证券机械行业分析师郭倩倩朋友圈调侃：转行看白酒了,新浪
1067,2021-02-04,八大券商主题策略：何以解忧唯有白酒！正值春节备货旺季 白酒股还能追吗？,中金在线
1068,2021-02-04,贵州茅台股价摸至2300元！酒类股大幅走高，皇台酒业涨停,上游新闻
1069,2021-02-04,国海证券--饮料板块周报：情绪波动带来板块回调，建议逢低布局优质股【行业研究】,金融界股吧
1070,2021-02-04,白酒股卷土重来：皇台酒业涨停 茅台大涨4%续创新高丨牛熊眼,第一财经
1071,2021-02-04,酒类股大幅走高，皇台酒业涨停，贵州茅台再创新高,证券时报网
1072,2021-02-03,食品饮料行业动态报告：白酒调整后买点已现 调味品关注涪陵榨菜,新浪
1073,2021-02-03,券商晨会观点速递,第一财经
1074,2021-02-03,东北证券：白酒调整后买点已现,Wind
1075,2021-02-03,东北证券：白酒调整后买点已现,证券时报网
1076,2021-02-03,【白酒投资日报】古井贡酒今年来跌9% 年份原浆动销如何？,新浪
1077,2021-02-02,酒类股发力拉升，泸州老窖再创新高，五粮液等均走强,证券时报网
1078,2021-02-02,食品饮料酒水行业周报(2021年1月第5期)：茅五泸有望开门红 地方酒备货较好,新浪
1079,2021-02-02,古井贡酒产地亳州地下水告急 打井五六百米才出水,乐居财经
1080,2021-02-01,洋河年内市值跌超五百亿，领跌白酒行业，高端化能否提升业绩？,搜狐
1081,2021-02-01,掘金龙虎榜 56股近期获机构净买入,证券之星
1082,2021-01-30,今世缘连遭问询监管：百亿目标与18亿理财相悖 问询,新浪
1083,2021-01-29,白酒股再度强势领涨，春节前后板块怎么走？丨牛熊眼,第一财经
1084,2021-01-29,五日龙虎榜追踪 机构抢筹这52股,证券之星
1085,2021-01-28,机构五日抢筹26股 主力资金大量流入,证券之星
1086,2021-01-27,白酒板块再度大幅下挫 机构称回调即是买点 连续下跌,证券时报网
1087,2021-01-27,食品饮料行业周专题：Q4基金食品饮料配置：持仓创新高 拥抱白酒、头部更明显,新浪
1088,2021-01-27,掘金龙虎榜 54股近期获机构净买入,证券之星
1089,2021-01-27,东北证券：白酒景气度继续向上，关注短期回调后买点,Wind
1090,2021-01-27,东北证券：白酒景气度继续向上，关注短期回调后买点,证券时报网
1091,2021-01-26,连跌两周后，白酒股卷土重来？ 估值已达历史高位 机构提醒“要喝好酒”,每日经济新闻
1092,2021-01-26,盛视早参：分歧再现 高低切换或重演,新浪
1093,2021-01-26,熊牛市？一头茅台携沪指创新高，另一头3000股下跌,Wind
1094,2021-01-26,中信建投：白酒调整即是买点 坚定看好头部白酒企业,证券时报网
1095,2021-01-26,白酒股集体大涨 贵州茅台市值站上2.7万亿,证券时报
1096,2021-01-25,资金抱团紧密 个股分化严重 布局优质标的等待轮动上涨机会,大众证券报
1097,2021-01-25,抱团股大反攻，茅台“飞天”，明天还会继续“抱”吗?,第一财经
1098,2021-01-25,发生啥事了？这只股跌停封单近200万手！4000多亿光伏龙头突然跳水，锂电大牛也放量杀跌！,金融界
1099,2021-01-25,发生啥事了？二三四五跌停封单近200万手,每日经济新闻
1100,2021-01-25,食品饮料行业周报：白酒趋势未见改变 疫情反复必选相对受益,新浪
1101,2021-01-25,食品饮料酒水行业周报(2021年1月第4期)：贵州茅台多措并举稳价稳市 疫情反复对春节白酒影响或有限,新浪
1102,2021-01-25,古井贡酒龙虎榜数据（1月25日）,Wind
1103,2021-01-25,疯狂！北茅台、南腾讯“永远滴神”！暴涨近11%，市值增7000亿,中国基金报
1104,2021-01-25,洋河股份、古井贡酒今日齐涨停 机构大笔买入,第一财经
1105,2021-01-25,白酒股全线大涨，机构、外资抱团并进,Wind
1106,2021-01-25,抱团股更加团结！茅台创新高3000股却飘绿,Wind
1107,2021-01-25,食品饮料行业：疫情反复建议关注居家消费受益板块 白酒板块调整即是买点,新浪
1108,2021-01-25,食品饮料2020Q4基金持仓分析 占比稳居第一 白酒加配明显,新浪
1109,2021-01-25,A股收盘综述：上证指数涨0.48%，创业板指冲高回落止步三连阳,Wind
1110,2021-01-25,沪深300指数涨幅扩大至1.5%，再创13年新高,Wind
1111,2021-01-25,白酒股大涨，“妖股”跌停，“二八分化”再度显现,上证报
1112,2021-01-25,深度|百亿爆款基份额缩水一半，新基金加速“输血”老基金,第一财经
1113,2021-01-25,洋河、古井涨停，今日白酒股轮动式回补,第一财经
1114,2021-01-25,解盘：锂矿、白酒、稀土板块大幅拉升,Wind
1115,2021-01-25,A股午盘综述：上证指数涨0.56%，创业板指涨1.38%,Wind
1116,2021-01-25,快讯：古井贡酒涨停报于256.29元,金融界
1117,2021-01-25,白酒板块涨幅继续扩大，古井贡酒冲击涨停,Wind
1118,2021-01-25,白酒股涨势扩大，洋河股份涨停,Wind
1119,2021-01-25,【行情】白酒概念快速拉升，大豪科技、广誉远逼近涨停，洋河股份、泸州老窖、古井贡酒等跟涨,金十数据
1120,2021-01-25,十大“顶流”基金公司重仓股大曝光：易方达、汇添富、广发,中国基金报
1121,2021-01-25,白酒板块周报：短期波动不宜过分担忧 中长期确定性较高,国海证券
1122,2021-01-24,冲击“百亿俱乐部”被上交所“打脸”，今世缘省内省外遭围堵,腾讯网
1123,2021-01-24,【开源食饮】2020Q4基金加配食品饮料，白酒持仓再创新高——行业点评报告,宇光看食饮
1124,2021-01-24,长周期业绩领先，看五大顶流基金经理持仓新动向！,Wind
1125,2021-01-23,加码新能源和国产替代，基金四季报透露投资新动向,Wind
1126,2021-01-22,明星经理四季报大曝光 董承非说市场已经演变为“口号式”投资,新浪
1127,2021-01-22,古井贡酒挥发了地产味,乐居财经
1128,2021-01-22,【白酒投资日报】白酒再度大涨 劲牌欲借壳青青稞酒？2021.1.22,新浪
1129,2021-01-21,十大明星经理重仓股曝光！刘格菘4基金顶格买入一股,中国基金报
1130,2021-01-21,白酒行业春节专题报告系列一：疫情对白酒春节旺季表现影响几何？,新浪
1131,2021-01-21,陈光明旗下基金调仓曝光！赵诣、傅鹏博加仓新能源,中证报
1132,2021-01-21,刘格菘、萧楠、刘彦春等投资大佬最新持仓曝光,上证报
1133,2021-01-21,买爆核心资产！南水抱团这些个股,Wind
1134,2021-01-21,明星基金经理四季报来了：高仓位运作，调仓分歧大,澎湃新闻
1135,2021-01-21,调仓分歧，大基金四季报“干货”曝光,Wind
1136,2021-01-20,3个月仓位猛打至90%！知名基金经理调仓动向曝光,中证报
1137,2021-01-20,中国短期融资券及中期票据信用分析周报,新浪
1138,2021-01-20,注意！百亿级基金经理最新调仓路径浮出水面……,上证报
1139,2021-01-20,抱团回暖！宁德时代市值猛增550亿，白酒低开高走,中证报
1140,2021-01-19,食品饮料行业：疫情局部抬头 继续坚定看好核心赛道龙头,新浪
1141,2021-01-19,食品饮料酒水行业周报(2021年1月第3期)：白酒板块风格短暂切换 优质标的或迎配置时机,新浪
1142,2021-01-18,白酒抱团联盟松动：多只基金回撤超8% 经理们开始调仓换股,新浪
1143,2021-01-18,抱团白酒松动 多只基金净值回撤超8%,金融投资报
1144,2021-01-18,食品饮料行业周报：茅台批价再现历史新高 白酒牛市根基仍存,新浪
1145,2021-01-18,时代数读|白酒输血地方财政图鉴：充实社保基金、地方化债“主力军”,时代在线
1146,2021-01-18,股权频繁划转 白酒企业成了会生“金蛋”的鸡？ 资产异常,佳酿网
1147,2021-01-18,中信证券：白酒短期震荡，期待旺季验证后再次凝聚共识,Wind
1148,2021-01-18,白酒｜短期震荡，期待旺季验证后再次凝聚共识,中信证券研究
1149,2021-01-17,道达投资手记：资金向科技股转移 价值投资全球通行,每日经济新闻
1150,2021-01-17,【中泰食品】周思考3：绝味第二增长曲线以及重啤大城市战略值得期待,食品饮料俱乐部
1151,2021-01-17,A股成交“十破”万亿，机构抱团如何演绎？,Wind
1152,2021-01-17,茅台、老窖、老白干之后，又一家千亿白酒巨头要干这事,券商中国
1153,2021-01-17,白酒股暴涨原因找到了,中国基金报
1154,2021-01-17,为啥？茅台、老窖、老白干之后，又一千亿白酒巨头有股权被无偿划转？ 资产异常,券商中国
1155,2021-01-16,什么信号？茅台、老窖、老白干之后，又一家千亿白酒巨头要干这事，涉及38亿元股权,券商中国
1156,2021-01-16,什么信号？茅台、老窖、老白干之后 古井贡酒又要股权划转 资产异常,券商中国
1157,2021-01-15,酒逢国资千杯少：白酒“输血”地方财政图鉴,腾讯网
