,2021-12-31,2021年的啤酒板块∶行情欠佳但酒香四溢,智通财经
763,2021-02-18,消费产业周报：就地过年带旺本地消费,新浪
764,2021-02-18,中信证券：春节消费繁荣，高端白酒强劲,Wind
765,2021-02-09,重庆啤酒拟设嘉士伯江苏公司，盐城建13万千升生产线,重庆商报
766,2021-02-09,重庆啤酒重组并表后新动作 拟1.21亿元建啤酒生产线布局国内市场,财联社
767,2021-02-09,【开源食饮每日资讯0209】重庆啤酒拟在江苏投建13万千升生产线,宇光食饮日讯
768,2021-02-09,快讯 | 重庆啤酒：重庆嘉酿拟在盐城投资1.21亿元建设年产13万千升啤酒生产线,财经网
769,2021-02-09,重庆啤酒拟在江苏投建13万千升生产线 加码东部市场,上证报
770,2021-02-09,重庆啤酒(600132.SH)：嘉酿公司拟1.21亿元在江苏盐城建设啤酒生产线,智通财经
771,2021-02-09,重庆啤酒(600132.SH)：嘉酿公司拟设嘉士伯江苏公司并投资购建年产13万千升啤酒产能,格隆汇
772,2021-02-09,重庆啤酒：子公司拟设立全资控股的嘉士伯啤酒（江苏）有限公司,新浪
773,2021-02-09,食品饮料行业：阿里渠道1月酒类线上数据跟踪点评：价格为业绩主要驱动力 销售额稳健增长,新浪
774,2021-02-09,食品饮料行业动态：疫情防控稳步推进 关注各品类春节动销,新浪
775,2021-02-09,63股获券商买入评级 金晶科技目标涨幅达80.54%,Wind
776,2021-02-09,食品饮料行业周报：稳中求胜,新浪
777,2021-02-08,华泰证券维持重庆啤酒买入评级：高端化带动量价齐升，长期动能充足,每日经济新闻
778,2021-02-08,重庆啤酒(600132)：20年顺利收官 新重啤破浪前行,新浪
779,2021-02-08,35股今日获机构买入评级,证券时报网
780,2021-02-08,食品饮料行业研究周报：节前数据反馈良好 节后确认值得期待,新浪
781,2021-02-08,A股异动丨重庆啤酒(600132.SH)拉升至6%破顶 市值超720亿元,格隆汇
782,2021-02-08,华西证券给予重庆啤酒买入评级，20年顺利收官，新重啤破浪前行,每日经济新闻
783,2021-02-08,民生证券给予重庆啤酒推荐评级，2020年业绩快报点评：2020年业绩稳健增长，产品高端化持续推进,每日经济新闻
784,2021-02-08,【中泰食品】重庆啤酒：量价齐升，逆势增长,食品饮料俱乐部
785,2021-02-07,【民生食饮】重庆啤酒（600132）业绩快报点评：2020年业绩稳健增长，产品高端化持续推进,MS食品饮料
786,2021-02-07,周谈|Weekly Talk：节前数据反馈良好，节后确认值得期待,食品饮料光头阳线
787,2021-02-07,【华西食品】重庆啤酒点评报告-20年顺利收官，新重啤破浪前行,--
788,2021-02-07,并入嘉士伯中国业务，重庆啤酒营收规模倍增，股价一年翻几倍,奥一网
789,2021-02-07,大消费行业周报：短视频平台有望成为重量级电商玩家,新浪
790,2021-02-07,重庆啤酒营收破百亿：注入资产贡献六成营收，子公司同业竞争纠纷诉讼8亿元 诉讼纠纷,搜狐
791,2021-02-07,食品饮料行业点评：白酒行业“新周期”的再思考,新浪
792,2021-02-07,重庆啤酒(600132)2020年业绩快报点评：量价双升趋势好 乌苏靓丽望延续,新浪
793,2021-02-07,国盛证券维持重庆啤酒买入评级：高端化推动量价齐升，盈利能力改善,每日经济新闻
794,2021-02-07,减持、捧杀、创纪录 喜忧参半的2020啤酒资本市场 减持股份,中华网
795,2021-02-07,重庆啤酒被参股子公司索赔8亿元案即将开庭：新增诉讼请求金额1.8亿元 诉讼纠纷,中华网
796,2021-02-06,重庆啤酒2020年收入突破百亿，利润、销量增长，8亿元诉讼悬顶!,搜狐
797,2021-02-06,上市公司正负面新闻2021年2月6日星期六,Wind
798,2021-02-05,【开源食饮每日资讯0205】重庆啤酒2020年归母净利润同比增长3.3%,宇光食饮日讯
799,2021-02-05,股价站上140元！重庆啤酒去年营收109亿元，净利超10亿元,重庆商报
800,2021-02-05,嘉士伯资产注入 重庆啤酒2020年营收破百亿,上证报
801,2021-02-05,消费行业日报：2020年全国酿酒产业规模以上企业实现量减价升,新浪
802,2021-02-05,重庆啤酒业绩快报：年度归母净利润增长3%至10.77亿元,中华网
803,2021-02-05,快讯｜重庆啤酒：去年营收增长7.18%至109.46亿元，高端化促使每百升收入提升4%,财经网
804,2021-02-05,重庆啤酒(600132.SH)业绩快报：2020年净利10.77亿元 对比重述后增长3.30%,格隆汇
805,2021-02-05,新鲜出炉！重庆啤酒：2020年年度净利润约10.77亿元,每日经济新闻
806,2021-02-05,经重述后 重庆啤酒(600132.SH)年度归母净利同比增3.3%至10.77亿元,智通财经
807,2021-02-05,重庆啤酒：2020年净利润同比增长3.3%（业绩快报）,Wind
808,2021-02-05,重庆啤酒：2020年净利润10.77亿元，对比上年重述后净利增3.30%,Wind
809,2021-02-05,重庆啤酒被参股子公司重庆嘉威索赔8亿元案 下月开庭 诉讼纠纷,重庆商报
810,2021-02-03,食品行业周报：2020年酒类新零售市场规模约1167.5亿,新浪
811,2021-02-02,重庆啤酒(600132)：乌苏为引 开启全国化新征程,新浪
812,2021-02-02,重庆啤酒(600132)：嘉士伯资产注入 高端优势强化,西南证券
813,2021-02-02,A股午盘综述：上证指数涨0.55%，创业板指涨超2%,Wind
814,2021-02-01,周谈 | Weekly Talk：白酒情绪逐步转危为喜，复合调味品或将持续强势,食品饮料光头阳线
815,2021-02-01,重庆啤酒（600132）2020年业绩预告点评：资产注入年内顺利完成，盈利能力有望持续提升,MS食品饮料
816,2021-02-01,国盛证券--重庆啤酒：资产注入完成，高端化推动盈利能力改善【公司研究】,金融界股吧
817,2021-02-01,重庆啤酒去年净利大增,重庆商报
818,2021-02-01,【中泰食品】重庆啤酒：资产重组落地，盈利能力改善,食品饮料俱乐部
819,2021-01-31,7年大涨730%、资产注入收尾 重庆啤酒面临大考,新浪
820,2021-01-31,重组完成 重庆啤酒2020年净利预增五至七成,上证报
821,2021-01-31,重庆啤酒去年净利预增50%-70% 今年1月创出142元新高,重庆商报
822,2021-01-29,【开源食饮每日资讯0129】重庆啤酒预计2020年度净利同比增长50%到70%,宇光食饮日讯
823,2021-01-29,重庆啤酒(600132.SH)：预计2020年度净利9.85亿元到11.17亿元,格隆汇
824,2021-01-28,啤酒行业整体回暖 利润增速超收入增速,中国报告大厅
825,2021-01-26,食品行业周报：2020年末生猪存栏量同比增长31.0%,新浪
826,2021-01-26,商标纠纷悬而未决，嘉士伯如何续写新故事？,金融界
827,2021-01-25,食品饮料行业周报：白酒趋势未见改变 疫情反复必选相对受益,新浪
828,2021-01-25,食品饮料行业：疫情反复建议关注居家消费受益板块 白酒板块调整即是买点,新浪
829,2021-01-25,食品饮料2020Q4基金持仓分析 占比稳居第一 白酒加配明显,新浪
830,2021-01-25,周谈 | Weekly Talk：波动中坚守白酒啤酒长期逻辑，乳制品企业迎来持续性改善,食品饮料光头阳线
831,2021-01-22,A股异动丨重庆啤酒(600132.SH)大涨8%破顶市值逼近700亿元,格隆汇
832,2021-01-21,调仓分歧，大基金四季报“干货”曝光,Wind
833,2021-01-20,3个月仓位猛打至90%！知名基金经理调仓动向曝光,中证报
834,2021-01-20,渝股点金 | 华龙证券王冬炎：酒类板块反弹明显，重庆啤酒劲升6.51%,上游新闻
835,2021-01-19,食品饮料行业：疫情局部抬头 继续坚定看好核心赛道龙头,新浪
836,2021-01-19,食品饮料酒水行业周报(2021年1月第3期)：白酒板块风格短暂切换 优质标的或迎配置时机,新浪
837,2021-01-19,食品行业周报：12月猪肉价格环比回升6.5％,新浪
838,2021-01-18,食品饮料行业周报：茅台批价再现历史新高 白酒牛市根基仍存,新浪
839,2021-01-17,重庆啤酒（600132）调研简报:嘉士伯合作全面深化，中长期持续稳健增长可期,MS食品饮料
840,2021-01-15,重庆啤酒(600132.SH)此次被查封的商标包括“山城”系列注册商标共15个、“重庆”系列注册商标共88个 其他违规处罚,格隆汇
841,2021-01-15,重庆啤酒股东会大批机构蜂拥 新任总裁亮相说了啥,重庆商报
842,2021-01-08,食品饮料行业12月线上数据分析专题：12月线上销售保持增长态势 白酒线上销售额持续高增长,新浪
843,2021-01-06,食品饮料：茅台汾酒20年圆满收官，白酒板块景气度向好，维持“强于大市”评级,中信建投固收家
844,2021-01-05,食品饮料行业：白酒Q1业绩弹性叠加中长期乐观预期 乳制品受奶价上涨影响或加速集中,新浪
845,2021-01-04,周谈 | Weekly Talk：白酒Q1业绩弹性叠加中长期乐观预期，乳制品受奶价上涨影响或加速集中,食品饮料光头阳线
846,2021-01-04,并购、增产、提价……茅台携众白酒再创历史新高,Wind
847,2021-01-04,食品饮料行业周报：12月白酒指数大幅跑赢市场,新浪
848,2021-01-04,日常消费行业-零研月报：11月多数品类表现疲弱 白酒延续高增,新浪
849,2021-01-04,【方正食饮210104】2020年收官，白酒完成第五年强势上涨,虎哥的研究
850,2020-12-29,食品饮料行业报告：持续提价强化白酒逻辑 啤酒高端化产品即将布满大街小巷,新浪
851,2020-12-29,食品饮料：白酒经销商大会陆续召开，继续看好白酒板块，维持“强于大市”评级,中信建投
852,2020-12-29,食品饮料行业：白酒经销商大会陆续召开 继续看好白酒板块,新浪
853,2020-12-28,周谈|Weekly Talk:白酒中预期乐观信号积极不惧回调，复合调味品有望持续高增,食品饮料光头阳线
854,2020-12-28,食品饮料行业周报：白酒经销商大会提振信心 板块持续强势,新浪
855,2020-12-28,2019年春的狂赌带来一个纸业老板悲剧！,印刷包装网
856,2020-12-26,【万联大消费 | 珠江啤酒(002461)首次覆盖】华南流通小龙头，顺势而为加速结构优化,陈雯消费深度研究
857,2020-12-26,12只个股被社保与QFII，连续持仓五个季度,Wind
858,2020-12-23,重啤高层大调整马来西亚李志刚任总裁 董监高成员变化,重庆商报
859,2020-12-22,临阵换帅，外籍高管能否助重庆啤酒加码突围？ 董监高成员变化,糖酒快讯
860,2020-12-22,[公司]重庆啤酒：明年拟与嘉士伯集团关联交易3亿元,全景网
861,2020-12-22,贵州茅台、五粮液股价再创新高，酒类板块全线大涨丨牛熊眼,第一财经
862,2020-12-22,重庆啤酒高层大调整：新任总裁李志刚为马来西亚国籍，陈松等6名高管辞职 董监高成员变化,重庆商报
863,2020-12-21,周谈|Weekly Talk:持续提价强化白酒逻辑，啤酒高端化产品即将布满大街小巷,食品饮料光头阳线
864,2020-12-21,重庆啤酒(600132.SH)：部分董事、高管变动董事兼总经理陈松辞职 董监高成员变化,格隆汇
865,2020-12-21,重庆啤酒(600132.SH)：聘任LeeCheeKong为公司总裁,格隆汇
866,2020-12-21,重庆啤酒(600132.SH)：拟使用总计不超35亿元闲置自有资金用于银行理财产品的投资,格隆汇
867,2020-12-21,啤酒行业跟踪快报：渠道调研印证高端趋势 期待利润率持续提升,新浪
868,2020-12-21,民生食品饮料行业周报：预计明年调味品龙头将以间接提价动作实现战略目的,新浪
869,2020-12-21,晨会1221｜在快速轮动中配置跨年后品种,中信证券研究
870,2020-12-19,西部5500亿银行A股上市获批，H股年内大涨50%,中国基金报
871,2020-12-18,重庆啤酒与嘉士伯重组完成 为解封商标被冻结1.5亿存款 资产查封,GPLP犀牛财经
872,2020-12-18,重庆啤酒1.5亿财产被查封、扣押和冻结 资产查封,中访网
873,2020-12-16,重庆啤酒年销售啤酒近100万千升 中国啤酒产量一路向好,券商中国
874,2020-12-15,重啤获嘉士伯加持走出川渝进击全国 改写国内啤酒市场格局有点难,华夏时报
875,2020-12-15,获嘉士伯力挺，重庆啤酒筹划“出山城记”，但恐遭地方品牌围殴,AI财经社
876,2020-12-15,犀牛财经视频：重庆啤酒与嘉士伯重组完成 却与子公司对簿公堂 诉讼纠纷,GPLP犀牛财经
877,2020-12-15,天风证券：白酒企业新五规划勇攀高峰，持续推荐白酒啤酒板块,Wind
878,2020-12-14,市场要闻 | 获嘉士伯2倍资产注入，重庆啤酒完成重大重组,36氪
879,2020-12-14,青岛啤酒涨超6%再创新高，重庆啤酒、珠江啤酒等纷纷跟涨,Wind
880,2020-12-14,重庆啤酒申请解除商标权查封，并用1.5亿存款作为置换担保！ 其他违规处罚,中金在线
881,2020-12-14,周报|Weekly Talk:白酒企业新五规划勇攀高峰，持续推荐白酒啤酒板块,食品饮料光头阳线
882,2020-12-14,A股最强板块刷新历史纪录，10年翻3倍，股价还要涨？,证券时报网
883,2020-12-14,系列商标火线解封 80亿重大资产重组倒计时？,21世纪经济报道
884,2020-12-14,【华西食品】啤酒行业深度研究系列报告-收入篇：量化分析量价成长空间,--
885,2020-12-14,时代点金（1214）：复星医药新冠疫苗签单，ST电能拟借芯片重生,时代财经
886,2020-12-13,"5年涨15倍 ""干翻""茅台！这只啤酒股又干了件大事",e公司
887,2020-12-13,小康股份前11月新能源车销量大增183% 重庆啤酒重大重组完成实施,重庆商报
888,2020-12-12,重庆啤酒：完成与嘉士伯的重大资产重组交易,e公司
889,2020-12-12,重庆啤酒(600132.SH)：部分银行账户解除冻结及商标解除查封,格隆汇
890,2020-12-12,因合同纠纷涉诉 重庆啤酒被冻结财产申请置换担保 诉讼纠纷,北京商报
891,2020-12-11,重庆啤酒：嘉士伯资产注入已基本完成,中证网
892,2020-12-11,重庆啤酒重大资产重组实施完毕,上证报
893,2020-12-10,日常消费：阿里线上数据月报：双十一收官 多数行业维持增势,新浪
